,origin_school,destination_school,comparison_level,Origin_School_Name,Origin_District,Destination_School_Name,Destination_District,distance_between
7750,3545,1574,elementary,TOLEDO BLADE ELEMENTARY SCHOOL                                                                      ,SARASOTA    ,CRACKER TRAIL ELEMENTARY SCHOOL                                                                     ,HIGHLANDS   ,49.73447599399999
7751,3546,1574,elementary,ATWATER ELEMENTARY                                                                                  ,SARASOTA    ,CRACKER TRAIL ELEMENTARY SCHOOL                                                                     ,HIGHLANDS   ,47.828200897600006
7752,3546,1579,elementary,ATWATER ELEMENTARY                                                                                  ,SARASOTA    ,LAKE PLACID ELEMENTARY SCHOOL                                                                       ,HIGHLANDS   ,48.3564928805
7753,3546,1583,elementary,ATWATER ELEMENTARY                                                                                  ,SARASOTA    ,SUN 'N LAKE ELEMENTARY SCHOOL                                                                       ,HIGHLANDS   ,49.144939433199994
7754,3514,1576,middle,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,HILL-GUSTAT MIDDLE SCHOOL                                                                           ,HIGHLANDS   ,49.2198463609
7755,3551,1576,middle,WOODLAND MIDDLE SCHOOL                                                                              ,SARASOTA    ,HILL-GUSTAT MIDDLE SCHOOL                                                                           ,HIGHLANDS   ,47.4903602218
7756,3551,1571,middle,WOODLAND MIDDLE SCHOOL                                                                              ,SARASOTA    ,LAKE PLACID MIDDLE SCHOOL                                                                           ,HIGHLANDS   ,48.135589950699995
7757,3531,1778,elementary,GOCIO ELEMENTARY SCHOOL                                                                             ,SARASOTA    ,SOUTH COUNTY CAREER CENTER                                                                          ,HILLSBOROUGH,21.388168425
7758,3531,1826,elementary,GOCIO ELEMENTARY SCHOOL                                                                             ,SARASOTA    ,RCMA WIMAUMA COMMUNITY ACADEMY                                                                      ,HILLSBOROUGH,22.3510384523
7759,3531,1767,elementary,GOCIO ELEMENTARY SCHOOL                                                                             ,SARASOTA    ,RUSKIN ELEMENTARY SCHOOL                                                                            ,HILLSBOROUGH,24.4908493719
7760,3553,1826,elementary,"PINNACLE ACADEMY, INC.                                                                              ",SARASOTA    ,RCMA WIMAUMA COMMUNITY ACADEMY                                                                      ,HILLSBOROUGH,16.2576349276
7761,3553,1778,elementary,"PINNACLE ACADEMY, INC.                                                                              ",SARASOTA    ,SOUTH COUNTY CAREER CENTER                                                                          ,HILLSBOROUGH,17.421455468199998
7762,3553,1767,elementary,"PINNACLE ACADEMY, INC.                                                                              ",SARASOTA    ,RUSKIN ELEMENTARY SCHOOL                                                                            ,HILLSBOROUGH,19.7127579172
7763,3556,1778,elementary,"COMMUNITY HAVEN FOR ADULTS AND CHILDREN WITH DISABILITIES, INC.                                     ",SARASOTA    ,SOUTH COUNTY CAREER CENTER                                                                          ,HILLSBOROUGH,20.0239542047
7764,3556,1826,elementary,"COMMUNITY HAVEN FOR ADULTS AND CHILDREN WITH DISABILITIES, INC.                                     ",SARASOTA    ,RCMA WIMAUMA COMMUNITY ACADEMY                                                                      ,HILLSBOROUGH,20.5236468225
7765,3556,1767,elementary,"COMMUNITY HAVEN FOR ADULTS AND CHILDREN WITH DISABILITIES, INC.                                     ",SARASOTA    ,RUSKIN ELEMENTARY SCHOOL                                                                            ,HILLSBOROUGH,22.9672987218
7766,3505,1778,high,SARASOTA MILITARY ACADEMY                                                                           ,SARASOTA    ,SOUTH COUNTY CAREER CENTER                                                                          ,HILLSBOROUGH,22.984265705
7767,3505,1603,high,SARASOTA MILITARY ACADEMY                                                                           ,SARASOTA    ,LENNARD HIGH SCHOOL                                                                                 ,HILLSBOROUGH,27.3857229209
